"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"470",15,"Tanner Koziol",JAC,"TE69","7","-","-","3 out of 5 stars","+62","-","-"
"471",15,"Tyler Lockett",LV,"WR158","13","-","-","2 out of 5 stars","-","-0.5","37% (6/16)"
"472",15,"Adam Prentice",DEN,"RB132","10","-","-","2 out of 5 stars","+142","-","-"
"473",15,"Jordan Watkins",SF,"WR159","8","-","-","2 out of 5 stars","-","-","-"
"474",15,"Antonio Gibson",FA,"RB133","-","-","-","-","+109","-","-"
"475",15,"Xavier Smith",LAR,"WR160","11","-","-","1 out of 5 stars","-39","+0.9","40% (4/10)"
"476",15,"Jacob Cowing",SF,"WR161","8","-","-","2 out of 5 stars","-","-","-"
"477",15,"Quinn Ewers",MIA,"QB48","6","-","-","3 out of 5 stars","-138","-2.6","50% (1/2)"
"478",15,"British Brooks",HOU,"RB134","8","-","-","4 out of 5 stars","-","-","-"
"479",15,"Cade Stover",HOU,"TE70","8","-","-","4 out of 5 stars","+121","-0.4","37% (3/8)"
"480",15,"Jimmy Horn Jr.",CAR,"WR162","5","-","-","2 out of 5 stars","-52","-","-"
"481",15,"Tim Patrick",NYJ,"WR163","13","-","-","4 out of 5 stars","+171","+1.0","46% (6/13)"
"482",15,"Lew Nichols III",PIT,"RB135","9","-","-","2 out of 5 stars","-","-","-"
"483",15,"Drew Allar",PIT,"QB49","9","-","-","2 out of 5 stars","-165","-","-"
"484",15,"Marquez Valdes-Scantling",DAL,"WR164","14","-","-","2 out of 5 stars","-35","-1.4","22% (2/9)"
"485",15,"Jacob Saylors",DET,"RB136","6","-","-","5 out of 5 stars","-","-","-"
"486",16,"Chris Blair",ATL,"WR165","11","-","-","3 out of 5 stars","-","-","-"
"487",16,"Jackson Hawes",BUF,"TE71","7","-","-","3 out of 5 stars","+6","+1.2","56% (9/16)"
"488",16,"Tyrod Taylor",GB,"QB50","11","-","-","4 out of 5 stars","-140","-0.3","30% (4/13)"
"489",16,"Moliki Matavao",NO,"TE72","8","-","-","2 out of 5 stars","-","-","-"
"490",16,"Jake Browning",TB,"QB51","10","-","-","2 out of 5 stars","0","+0.9","27% (3/11)"
"491",16,"Michael Woods II",DEN,"WR166","10","-","-","2 out of 5 stars","-","-","-"
"492",16,"Jalen Reagor",MIA,"WR167","6","-","-","3 out of 5 stars","-","-","-"
"493",16,"Xavier Restrepo",TEN,"WR168","9","-","-","3 out of 5 stars","-","-","-"
"494",16,"Frank Gore Jr.",BUF,"RB137","7","-","-","2 out of 5 stars","+59","-","-"
"495",16,"Drew Sample",CIN,"TE73","6","-","-","3 out of 5 stars","-15","-0.2","25% (4/16)"
"496",16,"Adam Trautman",DEN,"TE74","10","-","-","4 out of 5 stars","-72","-0.4","37% (6/16)"
"497",16,"Dominic Zvada",NYG,"K35","8","-","-","2 out of 5 stars","-133","-","-"
"498",16,"Kene Nwangwu",NYJ,"RB138","13","-","-","3 out of 5 stars","-","-","-"
"499",16,"Reggie Virgil",ARI,"WR169","14","-","-","2 out of 5 stars","+132","-","-"
"500",16,"Sam Roush",CHI,"TE75","10","-","-","2 out of 5 stars","+15","-","-"
"501",16,"Gardner Minshew II",ARI,"QB52","14","-","-","2 out of 5 stars","+21","-","-"
"502",16,"Noah Whittington",HOU,"RB139","8","-","-","4 out of 5 stars","-","-","-"
"503",16,"Cash Jones",ATL,"RB140","11","-","-","2 out of 5 stars","-","-","-"
"504",16,"Michael Burton",CLE,"RB141","11","-","-","3 out of 5 stars","+111","-","-"
"505",16,"Durham Smythe",BAL,"TE76","13","-","-","4 out of 5 stars","+46","-","-"
"506",16,"Tyson Bagent",CHI,"QB53","10","-","-","3 out of 5 stars","+90","-0.2","15% (2/13)"
"507",16,"Nate Boerkircher",JAC,"TE77","7","-","-","3 out of 5 stars","+87","-","-"
"508",16,"Jeremy Ruckert",NYJ,"TE78","13","-","-","4 out of 5 stars","+102","-0.1","43% (7/16)"
"509",16,"KeAndre Lambert-Smith",LAC,"WR170","7","-","-","2 out of 5 stars","-13","-0.2","22% (2/9)"
"510",16,"Tanner Hudson",CIN,"TE79","6","-","-","3 out of 5 stars","+97","-","-"
"511",16,"Tyler Conklin",DET,"TE80","6","-","-","3 out of 5 stars","+111","-1.4","23% (3/13)"
"512",16,"Luke Schoonmaker",DAL,"TE81","14","-","-","2 out of 5 stars","-146","-","-"
"513",16,"Jaret Patterson",LAC,"RB142","7","-","-","3 out of 5 stars","-","+0.3","33% (2/6)"
"514",16,"Josh Cameron",JAC,"WR171","7","-","-","4 out of 5 stars","+30","-","-"
"515",16,"Velus Jones Jr.",SEA,"WR172","11","-","-","3 out of 5 stars","-","-","-"
"516",16,"Jaydn Ott",KC,"RB143","5","-","-","3 out of 5 stars","-","-","-"
"517",16,"Trey Lance",LAC,"QB54","7","-","-","2 out of 5 stars","-125","+0.1","21% (3/14)"
"518",16,"Lil'Jordan Humphrey",DEN,"WR173","10","-","-","2 out of 5 stars","-198","-0.2","37% (3/8)"
