seed,team,player,position,price,projected_points,is_starting_qb,is_starting_rb,is_starting_wr,is_starting_te,is_starting_flex,is_starter
1,Brad,Jaxon Smith-Njigba,WR,31.0,253.78,False,False,True,False,False,True
1,Brad,Jaydon Blue,RB,14.0,54.64,False,False,False,False,False,False
1,Brad,Jameson Williams,WR,41.0,156.45,False,False,True,False,False,True
1,Brad,Marvin Harrison Jr,WR,16.0,145.68,False,False,False,False,True,True
1,Brad,Tyler Warren,TE,6.0,162.68,False,False,False,True,False,True
1,Brad,Tony Pollard,RB,267.0,143.2,False,True,False,False,False,True
1,Brad,Keaton Mitchell,RB,5.990833333333335,90.45,False,True,False,False,False,True
1,Brad,Mike Washington Jr.,RB,2.01,80.65,False,False,False,False,False,False
1,Brad,Tyrone Tracy Jr,RB,1.0,72.35,False,False,False,False,False,False
1,Brad,Dak Prescott,QB,1.0,278.54,True,False,False,False,False,True
1,Brad,Justice Hill,RB,1.0,57.9,False,False,False,False,False,False
1,Brad,Chig Okonkwo,TE,1.0,98.45,False,False,False,False,True,True
1,Brad,Trey Benson,RB,1.0,11.03,False,False,False,False,False,False
1,Brad,Tyrod Taylor,QB,1.0,10.25,False,False,False,False,False,False
1,Brandon,Jonathan Taylor,RB,46.0,256.35,False,True,False,False,False,True
1,Brandon,Justin Jefferson,WR,46.0,221.18,False,False,True,False,False,True
1,Brandon,Nico Collins,WR,36.0,214.51,False,False,True,False,False,True
1,Brandon,Breece Hall,RB,31.0,201.5,False,False,False,False,True,True
1,Brandon,Brock Bowers,TE,16.0,177.91,False,False,False,True,False,True
1,Brandon,Christian McCaffrey,RB,46.0,265.35,False,True,False,False,False,True
1,Brandon,Jordan Mason,RB,176.0,137.2,False,False,False,False,True,True
1,Brandon,Jayden Higgins,WR,1.0,132.72222222222223,False,False,False,False,True,True
1,Brandon,Dallas Goedert,TE,1.0,119.45,False,False,False,False,False,False
1,Brandon,Cooper Kupp,WR,1.0,69.66,False,False,False,False,False,False
1,Brandon,Rashod Bateman,WR,1.0,79.23,False,False,False,False,False,False
