pick,nomination_number,player,position,tier,nominating_team,nominator,winning_team,winner,sale_price,price,bidder_count,second_highest_bid,sale_is_organic,sale_has_competing_bid,forced_final_slot,budget_before,budget_after,slots_before,slots_after,minimum_reserve_after,winner_archetype,seed
66,66,Kimani Vidal,RB,9,Coby,Coby,James,James,1.6105555555555557,1.6105555555555557,2,1.0,True,True,False,6.83,5.22,5,4,4,stars_and_scrubs,16
67,67,Travis Kelce,TE,1,Shane,Shane,James,James,1.6033333333333335,1.6033333333333335,3,1.4183333333333332,True,True,False,5.22,3.62,4,3,3,stars_and_scrubs,16
68,68,Justin Herbert,QB,2,Jason,Jason,James,James,1.5961111111111113,1.5961111111111113,3,1.4119444444444444,True,True,False,3.62,2.02,3,2,2,stars_and_scrubs,16
69,69,Alvin Kamara,RB,7,Travis,Travis,Coby,Coby,1.2222222222222223,1.2222222222222223,2,1.0,True,True,False,3.47,2.25,1,0,0,anchor,16
70,70,Dak Prescott,QB,2,Ryan J,Ryan J,Travis,Travis,1.5816666666666668,1.5816666666666668,3,1.38,True,True,False,9.97,8.39,7,6,6,stars_and_scrubs,16
71,71,Tank Bigsby,RB,8,Sam,Sam,Travis,Travis,1.5744444444444443,1.5744444444444443,4,1.38,True,True,False,8.39,6.82,6,5,5,stars_and_scrubs,16
72,72,Jayden Daniels,QB,2,James,James,Ryan J,Ryan J,1.2055555555555555,1.2055555555555555,2,1.0,True,True,False,6.38,5.17,6,5,5,stars_and_scrubs,16
73,73,Dalton Schultz,TE,3,Brad,Brad,Travis,Travis,1.56,1.56,4,1.17,True,True,False,6.82,5.26,5,4,4,stars_and_scrubs,16
74,74,Jonah Coleman,RB,8,Shane,Shane,Travis,Travis,1.1944444444444444,1.1944444444444444,4,1.17,True,True,False,5.26,4.07,4,3,3,stars_and_scrubs,16
75,75,AD Mitchell,WR,7,Jason,Jason,Travis,Travis,1.1888888888888889,1.1888888888888889,4,1.17,True,True,False,4.07,2.88,3,2,2,stars_and_scrubs,16
76,76,Dallas Goedert,TE,2,Travis,Travis,Travis,Travis,1.1833333333333333,1.1833333333333333,3,1.17,True,True,False,2.88,1.7,2,1,1,stars_and_scrubs,16
77,77,Samaje Perine,RB,9,Ryan J,Ryan J,Travis,Travis,1.5311111111111113,1.5311111111111113,3,1.17,True,True,False,1.7,0.17,1,0,0,stars_and_scrubs,16
78,78,Emmett Johnson,RB,9,Sam,Sam,Ryan J,Ryan J,1.17,1.17,3,1.02,True,True,False,5.17,4.0,5,4,4,stars_and_scrubs,16
79,79,Jayden Higgins,WR,7,James,James,James,James,1.0,1.0,1,0.0,True,False,False,2.02,1.02,2,1,1,stars_and_scrubs,16
80,80,Rashid Shaheed,WR,7,Brad,Brad,James,James,1.02,1.02,2,1.0,True,True,False,1.02,0.0,1,0,0,stars_and_scrubs,16
81,81,Joe Flacco,QB,5,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,16
82,82,Colby Parkinson,TE,15,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,16
83,83,Jacoby Brissett,QB,10,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,stars_and_scrubs,16
84,84,Tyrone Tracy Jr,RB,8,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_wr,16
85,85,Baker Mayfield,QB,3,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,16
86,86,Rashod Bateman,WR,9,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,16
87,87,Isaiah Likely,TE,2,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,16
88,88,Cooper Kupp,WR,8,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,stars_and_scrubs,16
89,89,Quinn Ewers,QB,7,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,16
90,90,Ray Davis,RB,9,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,16
91,91,Juwan Johnson,TE,3,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,16
92,92,Christian Kirk,WR,9,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,16
93,93,Keenan Allen,WR,8,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,stars_and_scrubs,16
94,94,Brenton Strange,TE,3,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,16
95,95,James Conner,RB,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,16
96,96,Justice Hill,RB,10,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,16
97,97,Chig Okonkwo,TE,3,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,16
98,98,Keon Coleman,WR,8,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,stars_and_scrubs,16
99,99,Trey Benson,RB,10,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,16
100,100,Kyler Murray,QB,4,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,16
101,101,Matthew Stafford,QB,4,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,16
102,102,DJ Giddens,RB,14,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,16
103,103,Cedric Tillman,WR,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,16
104,104,Jared Goff,QB,3,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,16
105,105,Adonai Mitchell,WR,8,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,16
106,106,Tre Tucker,WR,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,16
107,107,Bo Nix,QB,4,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,16
108,108,Patrick Mahomes,QB,3,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,16
1,1,Jordan Mason,RB,3,James,James,James,James,252.0,252.0,12,251.0,True,True,False,297.0,45.0,9,8,8,positional_extremist_wr,17
2,2,Rachaad White,RB,4,Jason,Jason,CJ,CJ,235.18055555555557,235.18055555555557,12,232.0,True,True,False,264.0,28.82,9,8,8,stars_and_scrubs,17
3,3,Jeremiyah Love,RB,1,Evan,Evan,Shane,Shane,256.2347777777778,256.2347777777778,12,255.2347777777778,True,True,False,324.0,67.77,9,8,8,positional_extremist_rb,17
4,4,Bucky Irving,RB,1,Coby,Coby,Brad,Brad,256.0,256.0,12,255.0,True,True,False,281.0,25.0,9,8,8,tier_controller,17
5,5,Jaylen Waddle,WR,1,Travis,Travis,Travis,Travis,252.44444444444443,252.44444444444443,12,251.64355555555557,True,True,False,264.0,11.56,9,8,8,anchor,17
6,6,Deebo Samuel,WR,2,Brad,Brad,Jason,Jason,188.66666666666666,188.66666666666666,11,187.78666666666666,True,True,False,209.0,20.33,9,8,8,tier_controller,17
7,7,Tee Higgins,WR,1,CJ,CJ,Ryan J,Ryan J,195.48,195.48,11,194.48,True,True,False,257.0,61.52,9,8,8,stars_and_scrubs,17
8,8,Josh Jacobs,RB,1,Shane,Shane,Reid,Reid,177.0,177.0,10,176.0,True,True,False,260.0,83.0,9,8,8,anchor,17
9,9,Bhayshul Tuten,RB,1,Brandon,Brandon,Evan,Evan,80.0,80.0,11,79.0,True,True,False,184.0,104.0,9,8,8,positional_extremist_rb,17
10,10,James Cook,RB,2,Sam,Sam,Evan,Evan,79.52000000000001,79.52000000000001,11,78.52000000000001,True,True,False,104.0,24.48,8,7,7,positional_extremist_rb,17
11,11,Kenny Gainwell,RB,3,Ryan J,Ryan J,Coby,Coby,65.40487777777778,65.40487777777778,11,64.40487777777778,True,True,False,274.0,208.6,9,8,8,balanced,17
12,12,Tony Pollard,RB,2,Reid,Reid,Sam,Sam,60.82,60.82,10,59.82,True,True,False,223.0,162.18,9,8,8,balanced,17
13,13,Jaylen Warren,RB,2,James,James,Shane,Shane,55.27492,55.27492,10,54.27492,True,True,False,67.77,12.5,8,7,7,positional_extremist_rb,17
14,14,Jonathon Brooks,RB,2,Jason,Jason,Ryan J,Ryan J,54.52,54.52,10,54.12175,True,True,False,61.52,7.0,8,7,7,stars_and_scrubs,17
15,15,DK Metcalf,WR,3,Evan,Evan,Coby,Coby,46.21244444444444,46.21244444444444,9,45.21244444444444,True,True,False,208.6,162.39,8,7,7,balanced,17
16,16,RJ Harvey,RB,3,Coby,Coby,Coby,Coby,41.869555,41.869555,8,41.06933333333333,True,True,False,162.39,120.52,7,6,6,balanced,17
17,17,Aaron Jones Sr,RB,4,Travis,Travis,Sam,Sam,39.0,39.0,9,38.0,True,True,False,162.18,123.18,8,7,7,balanced,17
18,18,Bill Croskey-Merritt,RB,4,Brad,Brad,Brandon,Brandon,38.78311111111111,38.78311111111111,9,38.0,True,True,False,184.0,145.22,9,8,8,price_enforcer,17
19,19,Jacory Croskey-Merritt,RB,4,CJ,CJ,James,James,32.410900000000005,32.410900000000005,8,31.410900000000005,True,True,False,45.0,12.59,8,7,7,positional_extremist_wr,17
20,20,DeVonta Smith,WR,1,Shane,Shane,Sam,Sam,31.0,31.0,7,30.0,True,True,False,123.18,92.18,7,6,6,balanced,17
21,21,Chuba Hubbard,RB,3,Brandon,Brandon,Coby,Coby,30.504951111111115,30.504951111111115,7,30.270302222222227,True,True,False,120.52,90.02,6,5,5,balanced,17
22,22,DJ Moore,WR,2,Sam,Sam,Brandon,Brandon,26.493333333333332,26.493333333333332,8,22.493333333333332,True,True,False,145.22,118.73,8,7,7,price_enforcer,17
23,23,Carnell Tate,WR,3,Ryan J,Ryan J,Sam,Sam,25.4734308888889,25.4734308888889,9,23.45777777777778,True,True,False,92.18,66.71,6,5,5,balanced,17
24,24,Rashee Rice,WR,1,Reid,Reid,Brandon,Brandon,23.530005555555558,23.530005555555558,6,22.530005555555558,True,True,False,118.73,95.2,7,6,6,price_enforcer,17
25,25,Courtland Sutton,WR,4,James,James,Coby,Coby,21.999,21.999,8,20.999,True,True,False,90.02,68.02,5,4,4,balanced,17
26,26,Mike Evans,WR,3,Jason,Jason,CJ,CJ,20.570022777777776,20.570022777777776,7,17.570022777777776,True,True,False,28.82,8.25,8,7,7,stars_and_scrubs,17
27,27,Terry McLaurin,WR,2,Evan,Evan,Brandon,Brandon,18.764615555555558,18.764615555555558,7,17.764615555555558,True,True,False,95.2,76.44,6,5,5,price_enforcer,17
28,28,Joe Burrow,QB,1,Coby,Coby,Reid,Reid,19.443623,19.443623,7,18.443623,True,True,False,83.0,63.56,8,7,7,anchor,17
29,29,Josh Allen,QB,1,Travis,Travis,Coby,Coby,16.457866666666668,16.457866666666668,7,15.457866666666668,True,True,False,68.02,51.56,4,3,3,balanced,17
30,30,Nick Chubb,RB,5,Brad,Brad,Sam,Sam,16.77612166666667,16.77612166666667,6,15.776121666666667,True,True,False,66.71,49.93,5,4,4,balanced,17
31,31,Davante Adams,WR,2,CJ,CJ,Brandon,Brandon,14.665400000000002,14.665400000000002,7,13.665400000000002,True,True,False,76.44,61.77,5,4,4,price_enforcer,17
32,32,Chris Godwin Jr,WR,3,Shane,Shane,Reid,Reid,13.514757777777781,13.514757777777781,6,12.514757777777781,True,True,False,63.56,50.05,7,6,6,anchor,17
33,33,Matthew Golden,WR,4,Brandon,Brandon,Coby,Coby,13.71266844444445,13.71266844444445,7,13.278933333333331,True,True,False,51.56,37.85,3,2,2,balanced,17
34,34,JK Dobbins,RB,5,Sam,Sam,Sam,Sam,13.227289166666667,13.227289166666667,7,12.230968749999997,True,True,False,49.93,36.7,4,3,3,balanced,17
35,35,Austin Ekeler,RB,6,Ryan J,Ryan J,Brandon,Brandon,11.0,11.0,7,10.0,True,True,False,61.77,50.77,4,3,3,price_enforcer,17
36,36,Jalen Hurts,QB,1,Reid,Reid,Reid,Reid,12.13503958333333,12.13503958333333,7,11.182600000000003,True,True,False,50.05,37.91,6,5,5,anchor,17
37,37,Tyler Allgeier,RB,6,James,James,Evan,Evan,10.95092,10.95092,7,9.95092,True,True,False,24.48,13.53,7,6,6,positional_extremist_rb,17
38,38,Keaton Mitchell,RB,6,Jason,Jason,Brandon,Brandon,9.911432222222222,9.911432222222222,7,9.0,True,True,False,50.77,40.86,3,2,2,price_enforcer,17
39,39,TJ Hockenson,TE,1,Evan,Evan,Coby,Coby,8.885833333333334,8.885833333333334,6,7.885833333333333,True,True,False,37.85,28.96,2,1,1,balanced,17
40,40,Travis Etienne,RB,5,Coby,Coby,Sam,Sam,8.630616666666668,8.630616666666668,6,7.866325,True,True,False,36.7,28.07,3,2,2,balanced,17
41,41,Zach Charbonnet,RB,5,Travis,Travis,Brandon,Brandon,7.8814400000000004,7.8814400000000004,5,7.783075555555556,True,True,False,40.86,32.98,2,1,1,price_enforcer,17
42,42,Ricky Pearsall,WR,6,Brad,Brad,Reid,Reid,8.973612916666665,8.973612916666665,7,8.0,True,True,False,37.91,28.94,5,4,4,anchor,17
43,43,Brian Robinson Jr,RB,6,CJ,CJ,Coby,Coby,6.728373333333334,6.728373333333334,7,6.521596666666667,True,True,False,28.96,22.23,1,0,0,balanced,17
44,44,Romeo Doubs,WR,5,Shane,Shane,Brad,Brad,8.144594722222223,8.144594722222223,7,7.144594722222223,True,True,False,25.0,16.86,8,7,7,tier_controller,17
45,45,Josh Downs,WR,4,Brandon,Brandon,Sam,Sam,6.4093511111111106,6.4093511111111106,6,5.4093511111111106,True,True,False,28.07,21.66,2,1,1,balanced,17
46,46,Lamar Jackson,QB,1,Sam,Sam,Brandon,Brandon,6.233220000000001,6.233220000000001,6,5.39128,True,True,False,32.98,26.75,1,0,0,price_enforcer,17
47,47,Khalil Shakir,WR,5,Ryan J,Ryan J,Jason,Jason,6.802837333333334,6.802837333333334,7,5.802837333333334,True,True,False,20.33,13.53,8,7,7,tier_controller,17
48,48,Dylan Sampson,RB,7,Reid,Reid,Reid,Reid,6.683934166666666,6.683934166666666,4,5.887429166666667,True,True,False,28.94,22.26,4,3,3,anchor,17
49,49,Michael Pittman Jr,WR,4,James,James,Sam,Sam,4.9096,4.9096,4,4.0,True,True,False,21.66,16.75,1,0,0,balanced,17
50,50,George Kittle,TE,1,Jason,Jason,Evan,Evan,4.670856666666666,4.670856666666666,3,2.0,True,True,False,13.53,8.86,6,5,5,positional_extremist_rb,17
51,51,Travis Kelce,TE,1,Evan,Evan,Brad,Brad,5.706922666666666,5.706922666666666,5,5.0,True,True,False,16.86,11.15,7,6,6,tier_controller,17
52,52,Alvin Kamara,RB,7,Travis,Travis,Reid,Reid,4.0,4.0,4,3.0,True,True,False,22.26,18.26,3,2,2,anchor,17
53,53,Mark Andrews,TE,1,Brad,Brad,Shane,Shane,4.704444444444444,4.704444444444444,5,3.7044444444444444,True,True,False,12.5,7.8,7,6,6,positional_extremist_rb,17
54,54,Jajuan Jennings,WR,6,CJ,CJ,James,James,5.342006944444446,5.342006944444446,4,4.522026666666667,True,True,False,12.59,7.25,7,6,6,positional_extremist_wr,17
55,55,Stefon Diggs,WR,5,Shane,Shane,Reid,Reid,3.5607000000000006,3.5607000000000006,5,2.8142400000000003,True,True,False,18.26,14.7,2,1,1,anchor,17
56,56,Makai Lemon,WR,6,Ryan J,Ryan J,Reid,Reid,2.854249999999999,2.854249999999999,5,2.802213333333333,True,True,False,14.7,11.85,1,0,0,anchor,17
57,57,CJ Stroud,QB,2,James,James,Evan,Evan,2.9690844444444444,2.9690844444444444,3,2.0,True,True,False,8.86,5.89,5,4,4,positional_extremist_rb,17
58,58,Jake Ferguson,TE,2,Jason,Jason,Jason,Jason,4.445056,4.445056,3,3.6631466666666666,True,True,False,13.53,9.08,7,6,6,tier_controller,17
59,59,Mike Washington Jr.,RB,7,Evan,Evan,Brad,Brad,3.647288888888889,3.647288888888889,3,2.970168888888889,True,True,False,11.15,7.5,6,5,5,tier_controller,17
60,60,Justin Herbert,QB,2,Travis,Travis,Jason,Jason,2.9572551111111114,2.9572551111111114,3,2.4426666666666663,True,True,False,9.08,6.12,6,5,5,tier_controller,17
61,61,Tank Bigsby,RB,8,Brad,Brad,Travis,Travis,2.5258599999999998,2.5258599999999998,4,2.4247166666666664,True,True,False,11.56,9.03,8,7,7,anchor,17
62,62,Jakobi Meyers,WR,5,CJ,CJ,Shane,Shane,2.557533333333333,2.557533333333333,4,2.25,True,True,False,7.8,5.24,6,5,5,positional_extremist_rb,17
63,63,Tyrone Tracy Jr,RB,8,Shane,Shane,Evan,Evan,1.9227577777777776,1.9227577777777776,3,1.5066666666666666,True,True,False,5.89,3.97,4,3,3,positional_extremist_rb,17
64,64,Marcus Mariota,QB,5,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,stars_and_scrubs,17
65,65,Braelon Allen,RB,8,James,James,Brad,Brad,2.0,2.0,2,1.0,True,True,False,7.5,5.5,5,4,4,tier_controller,17
66,66,Jayden Daniels,QB,2,Jason,Jason,Travis,Travis,1.6780749999999998,1.6780749999999998,3,1.238888888888889,True,True,False,9.03,7.35,7,6,6,anchor,17
67,67,Xavier Worthy,WR,7,Evan,Evan,James,James,2.25,2.25,3,1.9733333333333336,True,True,False,7.25,5.0,6,5,5,positional_extremist_wr,17
68,68,Jonah Coleman,RB,8,Travis,Travis,Evan,Evan,1.5961111111111113,1.5961111111111113,3,1.2277777777777779,True,True,False,3.97,2.37,3,2,2,positional_extremist_rb,17
69,69,Jacoby Brissett,QB,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,5.5,4.5,4,3,3,tier_controller,17
70,70,Isiah Pacheco,RB,7,CJ,CJ,Evan,Evan,1.37,1.37,3,1.2166666666666668,True,True,False,2.37,1.0,2,1,1,positional_extremist_rb,17
71,71,Dalton Kincaid,TE,2,Shane,Shane,Brad,Brad,1.9377777777777778,1.9377777777777778,2,1.0,True,True,False,4.5,2.56,3,2,2,tier_controller,17
72,72,KC Concepcion,WR,6,Ryan J,Ryan J,Travis,Travis,1.3291249999999997,1.3291249999999997,3,1.2055555555555555,True,True,False,7.35,6.02,6,5,5,anchor,17
73,73,Samaje Perine,RB,9,James,James,Jason,Jason,1.92,1.92,3,1.56,True,True,False,6.12,4.2,5,4,4,tier_controller,17
74,74,Dak Prescott,QB,2,Jason,Jason,Brad,Brad,1.56,1.56,2,1.0,True,True,False,2.56,1.0,2,1,1,tier_controller,17
75,75,Dalton Schultz,TE,3,Evan,Evan,CJ,CJ,1.5455555555555556,1.5455555555555556,2,1.0,True,True,False,8.25,6.7,7,6,6,stars_and_scrubs,17
76,76,Chig Okonkwo,TE,3,Travis,Travis,CJ,CJ,1.5383333333333333,1.5383333333333333,2,1.0,True,True,False,6.7,5.16,6,5,5,stars_and_scrubs,17
77,77,Kimani Vidal,RB,9,Brad,Brad,Travis,Travis,1.3544444444444443,1.3544444444444443,5,1.2400000000000002,True,True,False,6.02,4.67,5,4,4,anchor,17
78,78,Tua Tagovailoa,QB,12,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,5.16,4.16,5,4,4,stars_and_scrubs,17
79,79,AD Mitchell,WR,7,Shane,Shane,Jason,Jason,1.1666666666666667,1.1666666666666667,3,1.1600000000000001,True,True,False,4.2,3.03,4,3,3,tier_controller,17
80,80,Dallas Goedert,TE,2,Ryan J,Ryan J,Travis,Travis,1.1611111111111112,1.1611111111111112,3,1.1600000000000001,True,True,False,4.67,3.51,4,3,3,anchor,17
81,81,Jayden Higgins,WR,7,James,James,CJ,CJ,1.1555555555555557,1.1555555555555557,2,1.0,True,True,False,4.16,3.0,4,3,3,stars_and_scrubs,17
82,82,Adonai Mitchell,WR,8,Jason,Jason,Travis,Travis,1.3224999999999998,1.3224999999999998,2,1.0,True,True,False,3.51,2.19,3,2,2,anchor,17
83,83,Emmett Johnson,RB,9,Evan,Evan,Shane,Shane,1.2400000000000002,1.2400000000000002,3,1.0299999999999998,True,True,False,5.24,4.0,5,4,4,positional_extremist_rb,17
84,84,Cam Ward,QB,12,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,2.19,1.19,2,1,1,anchor,17
85,85,Ray Davis,RB,9,Brad,Brad,Travis,Travis,1.1333333333333333,1.1333333333333333,3,1.0299999999999998,True,True,False,1.19,0.06,1,0,0,anchor,17
86,86,J'Mari Taylor,RB,16,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,stars_and_scrubs,17
87,87,Jordan Love,QB,3,Shane,Shane,Jason,Jason,1.0299999999999998,1.0299999999999998,2,1.0,True,True,False,3.03,2.0,3,2,2,tier_controller,17
88,88,Rashid Shaheed,WR,7,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,stars_and_scrubs,17
89,89,Isaiah Likely,TE,2,James,James,James,James,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_wr,17
90,90,Trey Benson,RB,10,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,tier_controller,17
91,91,Justice Hill,RB,10,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,17
92,92,Rashod Bateman,WR,9,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,tier_controller,17
93,93,Christian Kirk,WR,9,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,stars_and_scrubs,17
94,94,Juwan Johnson,TE,3,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,17
95,95,Cooper Kupp,WR,8,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,stars_and_scrubs,17
96,96,Jared Goff,QB,3,James,James,James,James,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_wr,17
97,97,Brenton Strange,TE,3,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,tier_controller,17
98,98,Tyler Shough,QB,4,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,stars_and_scrubs,17
99,99,James Conner,RB,10,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,17
100,100,Baker Mayfield,QB,3,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,stars_and_scrubs,17
101,101,Keon Coleman,WR,8,James,James,James,James,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,17
102,102,Jalen Nailor,WR,10,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,17
103,103,Chris Rodriguez Jr,RB,10,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,stars_and_scrubs,17
104,104,Emanuel Wilson,RB,15,James,James,James,James,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,17
105,105,Patrick Mahomes,QB,3,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,17
106,106,LeQuint Allen Jr.,RB,12,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,stars_and_scrubs,17
107,107,Jordyn Tyson,WR,9,James,James,James,James,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,17
108,108,George Holani,RB,13,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,stars_and_scrubs,17
1,1,Josh Jacobs,RB,1,Brad,Brad,Brad,Brad,262.0,262.0,12,258.0,True,True,False,281.0,19.0,9,8,8,emotional,18
2,2,Bill Croskey-Merritt,RB,4,Ryan J,Ryan J,Brandon,Brandon,167.41666666666669,167.41666666666669,12,166.7525066389417,True,True,False,184.0,16.58,9,8,8,anchor,18
3,3,James Cook,RB,2,Coby,Coby,Shane,Shane,266.84000000000003,266.84000000000003,12,265.84000000000003,True,True,False,324.0,57.16,9,8,8,tier_controller,18
4,4,Bucky Irving,RB,1,Sam,Sam,Coby,Coby,253.0,253.0,11,252.0,True,True,False,274.0,21.0,9,8,8,tier_controller,18
5,5,Rachaad White,RB,4,CJ,CJ,Ryan J,Ryan J,232.7222222222222,232.7222222222222,12,232.0,True,True,False,257.0,24.28,9,8,8,emotional,18
6,6,Jeremiyah Love,RB,1,Brandon,Brandon,Reid,Reid,215.0,215.0,12,214.0,True,True,False,260.0,45.0,9,8,8,stars_and_scrubs,18
7,7,Jonathon Brooks,RB,2,Shane,Shane,Sam,Sam,202.0,202.0,12,201.0,True,True,False,223.0,21.0,9,8,8,emotional,18
8,8,Bhayshul Tuten,RB,1,Reid,Reid,Jason,Jason,124.64,124.64,12,123.64,True,True,False,209.0,84.36,9,8,8,anchor,18
9,9,Jordan Mason,RB,3,Jason,Jason,Travis,Travis,85.81835499756995,85.81835499756995,11,84.81835499756995,True,True,False,264.0,178.18,9,8,8,positional_extremist_wr,18
10,10,Chuba Hubbard,RB,3,James,James,CJ,CJ,66.39437497070963,66.39437497070963,9,65.39437497070963,True,True,False,264.0,197.61,9,8,8,balanced,18
11,11,Jaylen Warren,RB,2,Evan,Evan,James,James,66.1248711111111,66.1248711111111,12,65.1248711111111,True,True,False,297.0,230.88,9,8,8,value_purist,18
12,12,Tony Pollard,RB,2,Travis,Travis,James,James,82.86666883333334,82.86666883333334,11,78.86666883333334,True,True,False,230.88,148.01,8,7,7,value_purist,18
13,13,Tee Higgins,WR,1,Brad,Brad,Travis,Travis,71.31322,71.31322,11,66.31322,True,True,False,178.18,106.87,8,7,7,positional_extremist_wr,18
14,14,Deebo Samuel,WR,2,Ryan J,Ryan J,CJ,CJ,53.355555555555554,53.355555555555554,12,52.355555555555554,True,True,False,197.61,144.25,8,7,7,balanced,18
15,15,DJ Moore,WR,2,Coby,Coby,James,James,53.0,53.0,12,52.0,True,True,False,148.01,95.01,7,6,6,value_purist,18
