pick,nomination_number,player,position,tier,nominating_team,nominator,winning_team,winner,sale_price,price,bidder_count,second_highest_bid,sale_is_organic,sale_has_competing_bid,forced_final_slot,budget_before,budget_after,slots_before,slots_after,minimum_reserve_after,winner_archetype,seed
70,70,George Kittle,TE,1,Coby,Coby,Brad,Brad,1.5038,1.5038,2,1.0,True,True,False,8.24,6.74,2,1,1,anchor,9
71,71,Xavier Worthy,WR,7,Sam,Sam,Reid,Reid,1.9377777777777778,1.9377777777777778,3,1.408098333333333,True,True,False,6.13,4.19,2,1,1,tier_controller,9
72,72,AD Mitchell,WR,7,Brad,Brad,Brad,Brad,1.2188166666666664,1.2188166666666664,2,1.2055555555555555,True,True,False,6.74,5.52,1,0,0,anchor,9
73,73,Mike Washington Jr.,RB,7,CJ,CJ,Reid,Reid,1.92,1.92,2,1.0,True,True,False,4.19,2.27,1,0,0,tier_controller,9
74,74,Tyson Bagent,QB,9,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,emotional,9
75,75,Jayden Higgins,WR,7,Shane,Shane,Sam,Sam,1.1888888888888889,1.1888888888888889,2,1.0,True,True,False,5.43,4.24,3,2,2,tier_controller,9
76,76,Justin Herbert,QB,2,James,James,Sam,Sam,1.8933333333333335,1.8933333333333335,2,1.0,True,True,False,4.24,2.35,2,1,1,tier_controller,9
77,77,Rashid Shaheed,WR,7,Coby,Coby,Sam,Sam,1.8844444444444446,1.8844444444444446,2,1.0,True,True,False,2.35,0.47,1,0,0,tier_controller,9
78,78,Tyrone Tracy Jr,RB,8,CJ,CJ,Shane,Shane,1.1600000000000001,1.1600000000000001,2,1.0,True,True,False,6.16,5.0,6,5,5,emotional,9
79,79,Jonah Coleman,RB,8,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,emotional,9
80,80,Kimani Vidal,RB,9,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,9
81,81,Jake Ferguson,TE,2,James,James,James,James,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_wr,9
82,82,Dallas Goedert,TE,2,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,value_purist,9
83,83,Joe Flacco,QB,5,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,8.0,7.0,8,7,7,emotional,9
84,84,Isaiah Likely,TE,2,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,9
85,85,Ray Davis,RB,9,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,9
86,86,Chig Okonkwo,TE,3,James,James,James,James,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_wr,9
87,87,Baker Mayfield,QB,3,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,value_purist,9
88,88,Rashod Bateman,WR,9,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,emotional,9
89,89,Dalton Schultz,TE,3,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,9
90,90,Samaje Perine,RB,9,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,9
91,91,Emmett Johnson,RB,9,James,James,James,James,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_wr,9
92,92,Adonai Mitchell,WR,8,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,value_purist,9
93,93,Jared Goff,QB,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,emotional,9
94,94,Keon Coleman,WR,8,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,9
95,95,Juwan Johnson,TE,3,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,9
96,96,Brenton Strange,TE,3,James,James,James,James,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_wr,9
97,97,Cooper Kupp,WR,8,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,value_purist,9
98,98,Matthew Stafford,QB,4,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,9
99,99,Christian Kirk,WR,9,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,9
100,100,Trey Benson,RB,10,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,9
101,101,Emanuel Wilson,RB,15,James,James,James,James,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,9
102,102,Patrick Mahomes,QB,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,9
103,103,Jordan Love,QB,3,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,9
104,104,James Conner,RB,10,James,James,James,James,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,9
105,105,Keenan Allen,WR,8,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,9
106,106,Kyler Murray,QB,4,James,James,James,James,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,9
107,107,Tre Tucker,WR,10,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,9
108,108,Justice Hill,RB,10,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,9
1,1,Rachaad White,RB,4,Sam,Sam,Brad,Brad,215.216,215.216,12,214.216,True,True,False,281.0,65.78,9,8,8,tier_controller,10
2,2,Kenny Gainwell,RB,3,James,James,Sam,Sam,201.69614444444446,201.69614444444446,12,200.69614444444446,True,True,False,223.0,21.3,9,8,8,positional_extremist_rb,10
3,3,Bhayshul Tuten,RB,1,Ryan J,Ryan J,Jason,Jason,177.0,177.0,12,176.0,True,True,False,209.0,32.0,9,8,8,positional_extremist_rb,10
4,4,James Cook,RB,2,CJ,CJ,Brandon,Brandon,96.0,96.0,12,95.0,True,True,False,184.0,88.0,9,8,8,emotional,10
5,5,Bucky Irving,RB,1,Travis,Travis,CJ,CJ,96.59440000000001,96.59440000000001,12,95.59440000000001,True,True,False,264.0,167.41,9,8,8,value_purist,10
6,6,Tee Higgins,WR,1,Reid,Reid,Shane,Shane,81.55752222222223,81.55752222222223,12,80.55752222222223,True,True,False,324.0,242.44,9,8,8,balanced,10
7,7,Jordan Mason,RB,3,Jason,Jason,Brandon,Brandon,81.0,81.0,12,80.0,True,True,False,88.0,7.0,8,7,7,emotional,10
8,8,Josh Jacobs,RB,1,Brandon,Brandon,CJ,CJ,73.0,73.0,12,72.0,True,True,False,167.41,94.41,8,7,7,value_purist,10
9,9,Tony Pollard,RB,2,Evan,Evan,Coby,Coby,77.63111111111112,77.63111111111112,11,76.63111111111112,True,True,False,274.0,196.37,9,8,8,balanced,10
10,10,Joe Flacco,QB,5,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,196.37,195.37,8,7,7,balanced,10
11,11,Jeremiyah Love,RB,1,Shane,Shane,CJ,CJ,70.31466666666667,70.31466666666667,11,69.31466666666667,True,True,False,94.41,24.1,7,6,6,value_purist,10
12,12,RJ Harvey,RB,3,Brad,Brad,Travis,Travis,69.01888888888888,69.01888888888888,11,68.01888888888888,True,True,False,264.0,194.98,9,8,8,balanced,10
13,13,Jaylen Waddle,WR,1,Sam,Sam,Reid,Reid,70.01909133333334,70.01909133333334,11,69.01909133333334,True,True,False,260.0,189.98,9,8,8,balanced,10
14,14,JK Dobbins,RB,5,James,James,Shane,Shane,56.339548598829836,56.339548598829836,10,55.704702777777776,True,True,False,242.44,186.1,8,7,7,balanced,10
15,15,Carnell Tate,WR,3,Ryan J,Ryan J,Coby,Coby,55.07886244444444,55.07886244444444,10,54.07886244444444,True,True,False,195.37,140.29,7,6,6,balanced,10
16,16,Bill Croskey-Merritt,RB,4,CJ,CJ,James,James,56.29957766666667,56.29957766666667,11,55.29957766666667,True,True,False,297.0,240.7,9,8,8,price_enforcer,10
17,17,Jaylen Warren,RB,2,Travis,Travis,Ryan J,Ryan J,51.92142222222222,51.92142222222222,11,50.92142222222222,True,True,False,257.0,205.08,9,8,8,price_enforcer,10
18,18,Nick Chubb,RB,5,Reid,Reid,Reid,Reid,53.22630666666667,53.22630666666667,10,52.22630666666667,True,True,False,189.98,136.75,8,7,7,balanced,10
19,19,Rashee Rice,WR,1,Jason,Jason,James,James,50.547,50.547,11,49.719899999999996,True,True,False,240.7,190.15,8,7,7,price_enforcer,10
20,20,Davante Adams,WR,2,Brandon,Brandon,Travis,Travis,48.27973888888889,48.27973888888889,12,47.27973888888889,True,True,False,194.98,146.7,8,7,7,balanced,10
21,21,Courtland Sutton,WR,4,Evan,Evan,Shane,Shane,41.84454000000001,41.84454000000001,10,40.84454000000001,True,True,False,186.1,144.26,7,6,6,balanced,10
22,22,Jonathon Brooks,RB,2,Coby,Coby,Ryan J,Ryan J,40.21066666666667,40.21066666666667,11,39.21066666666667,True,True,False,205.08,164.87,8,7,7,price_enforcer,10
23,23,Deebo Samuel,WR,2,Shane,Shane,Travis,Travis,40.539730000000006,40.539730000000006,11,39.865449555555564,True,True,False,146.7,106.16,7,6,6,balanced,10
24,24,DJ Moore,WR,2,Brad,Brad,Shane,Shane,39.71557944444445,39.71557944444445,11,39.19202777777778,True,True,False,144.26,104.54,6,5,5,balanced,10
25,25,Josh Allen,QB,1,Sam,Sam,James,James,38.781333333333336,38.781333333333336,11,37.781333333333336,True,True,False,190.15,151.37,7,6,6,price_enforcer,10
26,26,DeVonta Smith,WR,1,James,James,Evan,Evan,35.84647722222222,35.84647722222222,11,34.84647722222222,True,True,False,184.0,148.15,9,8,8,price_enforcer,10
27,27,TJ Hockenson,TE,1,Ryan J,Ryan J,Coby,Coby,33.84584222222223,33.84584222222223,11,32.84584222222223,True,True,False,140.29,106.44,6,5,5,balanced,10
28,28,Jacory Croskey-Merritt,RB,4,CJ,CJ,Reid,Reid,33.708875,33.708875,11,32.72811,True,True,False,136.75,103.04,7,6,6,balanced,10
29,29,Chuba Hubbard,RB,3,Travis,Travis,Ryan J,Ryan J,33.34037777777778,33.34037777777778,11,30.610377777777785,True,True,False,164.87,131.53,7,6,6,price_enforcer,10
30,30,Terry McLaurin,WR,2,Reid,Reid,James,James,30.0,30.0,11,29.0,True,True,False,151.37,121.37,6,5,5,price_enforcer,10
31,31,Joe Burrow,QB,1,Jason,Jason,Reid,Reid,27.618154666666673,27.618154666666673,10,27.439420649653055,True,True,False,103.04,75.42,6,5,5,balanced,10
32,32,DK Metcalf,WR,3,Brandon,Brandon,Evan,Evan,29.0,29.0,11,28.0,True,True,False,148.15,119.15,8,7,7,price_enforcer,10
33,33,Aaron Jones Sr,RB,4,Evan,Evan,Ryan J,Ryan J,26.0,26.0,11,25.0,True,True,False,131.53,105.53,6,5,5,price_enforcer,10
34,34,Keaton Mitchell,RB,6,Coby,Coby,Coby,Coby,28.197729999999996,28.197729999999996,10,28.123553333333334,True,True,False,106.44,78.24,5,4,4,balanced,10
35,35,Dylan Sampson,RB,7,Shane,Shane,Travis,Travis,24.363752149507306,24.363752149507306,10,23.762659555555558,True,True,False,106.16,81.8,6,5,5,balanced,10
36,36,Romeo Doubs,WR,5,Brad,Brad,Shane,Shane,24.437805039368175,24.437805039368175,10,23.437805039368175,True,True,False,104.54,80.1,5,4,4,balanced,10
37,37,Tyler Allgeier,RB,6,Sam,Sam,James,James,23.788520000000002,23.788520000000002,11,23.575552000000002,True,True,False,121.37,97.58,5,4,4,price_enforcer,10
38,38,Mike Evans,WR,3,James,James,Jason,Jason,23.60180111111111,23.60180111111111,11,21.60180111111111,True,True,False,32.0,8.4,8,7,7,positional_extremist_rb,10
39,39,Austin Ekeler,RB,6,Ryan J,Ryan J,Evan,Evan,21.519722222222224,21.519722222222224,9,20.519722222222224,True,True,False,119.15,97.63,7,6,6,price_enforcer,10
40,40,Lamar Jackson,QB,1,CJ,CJ,Ryan J,Ryan J,20.1,20.1,9,19.1,True,True,False,105.53,85.43,5,4,4,price_enforcer,10
41,41,Travis Etienne,RB,5,Travis,Travis,Travis,Travis,19.159377777777777,19.159377777777777,10,19.1,True,True,False,81.8,62.64,5,4,4,balanced,10
42,42,Chris Godwin Jr,WR,3,Reid,Reid,CJ,CJ,19.0,19.0,10,18.0,True,True,False,24.1,5.1,6,5,5,value_purist,10
43,43,Zach Charbonnet,RB,5,Jason,Jason,Evan,Evan,18.679873333333333,18.679873333333333,10,18.0,True,True,False,97.63,78.95,6,5,5,price_enforcer,10
44,44,Mike Washington Jr.,RB,7,Brandon,Brandon,Brad,Brad,19.60993807868507,19.60993807868507,9,18.60993807868507,True,True,False,65.78,46.17,8,7,7,tier_controller,10
45,45,Matthew Golden,WR,4,Evan,Evan,Shane,Shane,20.118132000000003,20.118132000000003,9,19.118132000000003,True,True,False,80.1,59.98,4,3,3,balanced,10
46,46,Jalen Hurts,QB,1,Coby,Coby,Coby,Coby,19.751688,19.751688,8,16.921550000000003,True,True,False,78.24,58.49,4,3,3,balanced,10
47,47,Josh Downs,WR,4,Shane,Shane,James,James,17.93168,17.93168,9,16.93168,True,True,False,97.58,79.65,4,3,3,price_enforcer,10
48,48,Brian Robinson Jr,RB,6,Brad,Brad,Reid,Reid,17.01337888888889,17.01337888888889,9,16.01337888888889,True,True,False,75.42,58.41,5,4,4,balanced,10
49,49,Jayden Daniels,QB,2,Sam,Sam,Ryan J,Ryan J,15.868000000000002,15.868000000000002,9,14.868000000000002,True,True,False,85.43,69.56,4,3,3,price_enforcer,10
50,50,Dak Prescott,QB,2,James,James,Brad,Brad,11.497157417335632,11.497157417335632,8,10.497157417335632,True,True,False,46.17,34.67,7,6,6,tier_controller,10
51,51,Ricky Pearsall,WR,6,Ryan J,Ryan J,Travis,Travis,15.488088000000001,15.488088000000001,9,14.830388222222224,True,True,False,62.64,47.15,4,3,3,balanced,10
52,52,Khalil Shakir,WR,5,CJ,CJ,Shane,Shane,14.768075666666668,14.768075666666668,10,14.381515500000003,True,True,False,59.98,45.21,3,2,2,balanced,10
53,53,Michael Pittman Jr,WR,4,Travis,Travis,James,James,14.620200000000002,14.620200000000002,9,14.036771111111111,True,True,False,79.65,65.03,3,2,2,price_enforcer,10
54,54,Jajuan Jennings,WR,6,Reid,Reid,Coby,Coby,14.279683611111114,14.279683611111114,9,13.682463205051404,True,True,False,58.49,44.21,3,2,2,balanced,10
55,55,KC Concepcion,WR,6,Jason,Jason,Evan,Evan,13.770410000000002,13.770410000000002,10,12.770410000000002,True,True,False,78.95,65.18,5,4,4,price_enforcer,10
56,56,Travis Kelce,TE,1,Brandon,Brandon,Reid,Reid,12.812064444444445,12.812064444444445,10,11.812064444444445,True,True,False,58.41,45.6,4,3,3,balanced,10
57,57,Jakobi Meyers,WR,5,Evan,Evan,Ryan J,Ryan J,12.551715555555555,12.551715555555555,9,11.686902222222223,True,True,False,69.56,57.01,3,2,2,price_enforcer,10
58,58,Alvin Kamara,RB,7,Coby,Coby,Evan,Evan,11.710673333333334,11.710673333333334,8,11.645148333333333,True,True,False,65.18,53.47,4,3,3,price_enforcer,10
59,59,Stefon Diggs,WR,5,Shane,Shane,James,James,10.603394444444445,10.603394444444445,9,9.603394444444445,True,True,False,65.03,54.43,2,1,1,price_enforcer,10
60,60,Mark Andrews,TE,1,Brad,Brad,Brad,Brad,11.291633777777777,11.291633777777777,10,11.217246944444446,True,True,False,34.67,23.38,6,5,5,tier_controller,10
61,61,Isiah Pacheco,RB,7,Sam,Sam,Travis,Travis,10.152966666666668,10.152966666666668,9,10.109773333333333,True,True,False,47.15,37.0,3,2,2,balanced,10
62,62,Xavier Worthy,WR,7,James,James,Reid,Reid,10.753746666666666,10.753746666666666,8,10.0,True,True,False,45.6,34.85,3,2,2,balanced,10
63,63,Tank Bigsby,RB,8,Ryan J,Ryan J,Shane,Shane,10.614805666666667,10.614805666666667,8,10.021091111111112,True,True,False,45.21,34.6,2,1,1,balanced,10
64,64,Jonah Coleman,RB,8,CJ,CJ,Ryan J,Ryan J,9.976750000000001,9.976750000000001,9,9.52525,True,True,False,57.01,47.03,2,1,1,price_enforcer,10
65,65,Justin Herbert,QB,2,Travis,Travis,Reid,Reid,8.109982222222223,8.109982222222223,8,8.088026074825226,True,True,False,34.85,26.74,2,1,1,balanced,10
66,66,Dalton Kincaid,TE,2,Reid,Reid,Coby,Coby,9.571872222222224,9.571872222222224,9,8.571872222222224,True,True,False,44.21,34.64,2,1,1,balanced,10
67,67,Jake Ferguson,TE,2,Jason,Jason,James,James,9.398246666666667,9.398246666666667,9,8.533433333333335,True,True,False,54.43,45.03,1,0,0,price_enforcer,10
68,68,George Kittle,TE,1,Brandon,Brandon,Evan,Evan,8.722722222222224,8.722722222222224,9,7.722722222222223,True,True,False,53.47,44.75,3,2,2,price_enforcer,10
69,69,Riley Leonard,QB,7,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,44.75,43.75,2,1,1,price_enforcer,10
70,70,Makai Lemon,WR,6,Coby,Coby,Ryan J,Ryan J,8.010776666666668,8.010776666666668,8,7.6528333333333345,True,True,False,47.03,39.02,1,0,0,price_enforcer,10
71,71,Tyrone Tracy Jr,RB,8,Shane,Shane,Travis,Travis,7.6178888888888885,7.6178888888888885,6,7.418055555555556,True,True,False,37.0,29.38,2,1,1,balanced,10
72,72,Jacoby Brissett,QB,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,23.38,22.38,5,4,4,tier_controller,10
73,73,Braelon Allen,RB,8,Sam,Sam,Coby,Coby,7.7732160000000015,7.7732160000000015,7,6.875136,True,True,False,34.64,26.87,1,0,0,balanced,10
74,74,Dalton Schultz,TE,3,CJ,CJ,Sam,Sam,7.077001218360513,7.077001218360513,6,6.077001218360513,True,True,False,21.3,14.22,8,7,7,positional_extremist_rb,10
75,75,AD Mitchell,WR,7,Travis,Travis,Evan,Evan,7.281944444444446,7.281944444444446,6,6.993044444444445,True,True,False,43.75,36.47,1,0,0,price_enforcer,10
76,76,Aaron Rodgers,QB,11,Reid,Reid,Reid,Reid,1.0,1.0,1,0.0,True,False,False,26.74,25.74,1,0,0,balanced,10
77,77,Jayden Higgins,WR,7,Jason,Jason,Shane,Shane,6.0,6.0,5,5.0,True,True,False,34.6,28.6,1,0,0,balanced,10
78,78,CJ Stroud,QB,2,Brandon,Brandon,Travis,Travis,5.197493333333333,5.197493333333333,4,4.197493333333333,True,True,False,29.38,24.18,1,0,0,balanced,10
79,79,Isaiah Likely,TE,2,Brad,Brad,Brad,Brad,2.3272000000000004,2.3272000000000004,3,1.3272000000000004,True,True,False,22.38,20.05,4,3,3,tier_controller,10
80,80,Cam Ward,QB,12,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,14.22,13.22,7,6,6,positional_extremist_rb,10
81,81,Dallas Goedert,TE,2,CJ,CJ,Brad,Brad,2.0,2.0,2,1.0,True,True,False,20.05,18.05,3,2,2,tier_controller,10
82,82,Ray Davis,RB,9,Jason,Jason,Sam,Sam,3.4000000000000004,3.4000000000000004,3,2.4000000000000004,True,True,False,13.22,9.82,6,5,5,positional_extremist_rb,10
83,83,Rashod Bateman,WR,9,Brandon,Brandon,Brad,Brad,4.003990601585296,4.003990601585296,3,3.1747791952281332,True,True,False,18.05,14.05,2,1,1,tier_controller,10
84,84,Rashid Shaheed,WR,7,Brad,Brad,Brad,Brad,4.096355555555556,4.096355555555556,3,3.634763888888889,True,True,False,14.05,9.95,1,0,0,tier_controller,10
85,85,Jordan Love,QB,3,Sam,Sam,Jason,Jason,2.0999999999999996,2.0999999999999996,3,1.0999999999999996,True,True,False,8.4,6.3,7,6,6,positional_extremist_rb,10
86,86,Trey Benson,RB,10,CJ,CJ,Sam,Sam,2.3,2.3,3,1.2999999999999998,True,True,False,9.82,7.52,5,4,4,positional_extremist_rb,10
87,87,Kimani Vidal,RB,9,Jason,Jason,Sam,Sam,2.3,2.3,3,1.2999999999999998,True,True,False,7.52,5.22,4,3,3,positional_extremist_rb,10
88,88,Chig Okonkwo,TE,3,Brandon,Brandon,Sam,Sam,1.8944250000000005,1.8944250000000005,3,1.0999999999999996,True,True,False,5.22,3.33,3,2,2,positional_extremist_rb,10
89,89,Trey Lance,QB,6,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,3.33,2.33,2,1,1,positional_extremist_rb,10
90,90,Anthony Richardson Sr.,QB,8,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,5.1,4.1,5,4,4,value_purist,10
91,91,Samaje Perine,RB,9,Jason,Jason,Sam,Sam,1.7875,1.7875,3,1.2999999999999998,True,True,False,2.33,0.54,1,0,0,positional_extremist_rb,10
92,92,Quinn Ewers,QB,7,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,emotional,10
93,93,Christian Kirk,WR,9,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,4.1,3.1,4,3,3,value_purist,10
94,94,Emmett Johnson,RB,9,Jason,Jason,Jason,Jason,1.2999999999999998,1.2999999999999998,2,1.1,True,True,False,6.3,5.0,6,5,5,positional_extremist_rb,10
95,95,Jared Goff,QB,3,Brandon,Brandon,CJ,CJ,1.1,1.1,2,1.0,True,True,False,3.1,2.0,3,2,2,value_purist,10
96,96,Patrick Mahomes,QB,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,value_purist,10
97,97,Justice Hill,RB,10,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,10
98,98,Baker Mayfield,QB,3,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,emotional,10
99,99,Keon Coleman,WR,8,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,value_purist,10
100,100,Ted Hurst III,WR,35,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,10
101,101,James Conner,RB,10,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,10
102,102,Chimere Dike,WR,35,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,10
103,103,Juwan Johnson,TE,3,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,10
104,104,Keenan Allen,WR,8,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,10
105,105,Emari Demercado,RB,15,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,10
106,106,David Njoku,TE,18,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,10
107,107,Chris Rodriguez Jr,RB,10,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,10
108,108,Tyreek Hill,WR,17,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,10
1,1,Jeremiyah Love,RB,1,Coby,Coby,Shane,Shane,289.0,289.0,12,288.0,True,True,False,324.0,35.0,9,8,8,anchor,11
2,2,Rachaad White,RB,4,Travis,Travis,James,James,235.18055555555557,235.18055555555557,11,234.59027777777777,True,True,False,297.0,61.82,9,8,8,positional_extremist_wr,11
3,3,Bucky Irving,RB,1,CJ,CJ,Travis,Travis,252.0,252.0,11,251.0,True,True,False,264.0,12.0,9,8,8,emotional,11
4,4,Tony Pollard,RB,2,Brad,Brad,Reid,Reid,249.0,249.0,10,248.0,True,True,False,260.0,11.0,9,8,8,stars_and_scrubs,11
5,5,Jaylen Warren,RB,2,Sam,Sam,Ryan J,Ryan J,176.87777777777777,176.87777777777777,9,175.87777777777777,True,True,False,257.0,80.12,9,8,8,positional_extremist_rb,11
6,6,Bhayshul Tuten,RB,1,Shane,Shane,Jason,Jason,176.6155611111111,176.6155611111111,10,175.6155611111111,True,True,False,209.0,32.38,9,8,8,tier_controller,11
7,7,Josh Jacobs,RB,1,Ryan J,Ryan J,Evan,Evan,104.024,104.024,8,103.024,True,True,False,184.0,79.98,9,8,8,positional_extremist_wr,11
8,8,Jaylen Waddle,WR,1,Brandon,Brandon,Coby,Coby,83.03170555555556,83.03170555555556,9,82.03170555555556,True,True,False,274.0,190.97,9,8,8,positional_extremist_rb,11
9,9,Tee Higgins,WR,1,Evan,Evan,Coby,Coby,82.73977777777779,82.73977777777779,9,81.73977777777779,True,True,False,190.97,108.23,8,7,7,positional_extremist_rb,11
10,10,Kenny Gainwell,RB,3,Jason,Jason,Brad,Brad,74.12,74.12,9,73.12,True,True,False,281.0,206.88,9,8,8,balanced,11
11,11,Jonathon Brooks,RB,2,Reid,Reid,Ryan J,Ryan J,73.12,73.12,10,71.08266666666665,True,True,False,80.12,7.0,8,7,7,positional_extremist_rb,11
12,12,Bill Croskey-Merritt,RB,4,James,James,Evan,Evan,65.17320555555555,65.17320555555555,8,64.17320555555555,True,True,False,79.98,14.81,8,7,7,positional_extremist_wr,11
13,13,Jordan Mason,RB,3,Coby,Coby,Sam,Sam,59.82,59.82,8,58.82,True,True,False,223.0,163.18,9,8,8,balanced,11
14,14,James Cook,RB,2,Travis,Travis,Brad,Brad,57.46666666666666,57.46666666666666,9,56.46666666666666,True,True,False,206.88,149.41,8,7,7,balanced,11
15,15,Rashee Rice,WR,1,CJ,CJ,CJ,CJ,55.82,55.82,7,54.82,True,True,False,264.0,208.18,9,8,8,price_enforcer,11
16,16,Aaron Jones Sr,RB,4,Brad,Brad,James,James,48.44133333333333,48.44133333333333,8,47.44133333333333,True,True,False,61.82,13.38,8,7,7,positional_extremist_wr,11
17,17,DJ Moore,WR,2,Sam,Sam,Brandon,Brandon,47.111041777777785,47.111041777777785,8,46.111041777777785,True,True,False,184.0,136.89,9,8,8,balanced,11
18,18,RJ Harvey,RB,3,Shane,Shane,CJ,CJ,43.0,43.0,7,42.0,True,True,False,208.18,165.18,8,7,7,price_enforcer,11
19,19,Chuba Hubbard,RB,3,Ryan J,Ryan J,Coby,Coby,42.2097,42.2097,8,41.61090000000001,True,True,False,108.23,66.02,7,6,6,positional_extremist_rb,11
20,20,Deebo Samuel,WR,2,Brandon,Brandon,Sam,Sam,42.0,42.0,7,41.0,True,True,False,163.18,121.18,8,7,7,balanced,11
21,21,Josh Allen,QB,1,Evan,Evan,Brad,Brad,35.43085333333334,35.43085333333334,8,34.43085333333334,True,True,False,149.41,113.98,7,6,6,balanced,11
22,22,DeVonta Smith,WR,1,Jason,Jason,Brandon,Brandon,34.519095,34.519095,8,34.30238000000001,True,True,False,136.89,102.37,8,7,7,balanced,11
